,0
1171,1GfBLbAhZUWdseuDqhocmn
1172,1I53j1Vvwkla8P2JIecioT
1173,0sBAwzKnPSSi74NMbn9WKI
1174,4092jNui2iVNHGIELwv9CD
1175,1yQzX6SMV7VQOj6u4NKqk0
1176,11uvudmvZBzG2ztQsOB5sF
1177,5Azxo2Y3EhhYv2T98RWa21
1178,199wv1uOJYZ1XyK8FTzwh2
1179,2jliyCiGz19fl2SgCfK4T2
1180,44MxUoeZg6FXDlHMrSbVjX
1181,3dRnHNrBmPM5hw3blJyLRt
1182,2brgW2rPRbY5Zn0aU2USgc
1183,0MovQqn6F6M1kyAiBIn5CA
1184,6rLNDssC5bnJ2l7N1aRAgu
1185,4BCiSi8MZuNBqKUGuaE6TW
1186,53IGqGELRPyyp6DfK2eeRT
1187,1t0cVl9nW6zkUeow0RCLqA
1188,08mFrIduQFPhRiR3SOhNa3
1189,2NzVvoQyagqEB5o4ny9UkT
1190,1eG6ogBMDCT36ciEocKV8V
1191,4Y5FAQrTSqI2mlDF5i8lTi
1192,0wOx3pICvsNIwobd0XnUxb
1193,03fntn035f06HFfBeqqtIF
1194,7EhYmAKbytY0alehtds3Ie
1195,2USlegnFJLrVLpoVfPimKB
1196,13vQWuSdCKWW7HgalrdMqH
1197,6MOxVSR91hsELyBKwJPvPB
1198,5uEYRdEIh9Bo4fpjDd4Na9
1199,2mLEcpLNYbPJ5IGdGv54dV
1200,31B7wLv4yvtjDoTTmbnxeE
1201,64vgWvPf41BreVeNomZ3nv
1202,5q7AR3TkyCxlgxAjBMu4yL
1203,2vk63a0DpsEDiCG4k0mjCF
1204,6H3uEl6cwtz6w8w1vTbAxE
1205,49wRXpkVW8Adz5UA7XnFqt
1206,3Wj6N3ErZ34ditWlB7ETZV
1207,10Q3ASy9okYt85040yV46c
1208,4XMf6BjWH7Pme8eY4yyEZE
1209,2F14jGKSIvL10dEYhimqVY
1210,2EQgtNy4r3nNhp8kruQMaQ
1211,6mpK1E4JUAoAuoEDoaenYL
1212,2VgsFO5sOTrLo2AOXV7q0W
1213,4xwdCGKQNzjHy7y4DLD6KH
1214,6JjSoJ2laV4ZbKNb9nybvh
1215,5sPoju3oZHg9Wq5KXxBH3a
1216,1VRgvtnfkkjgPw9a48KMiT
1217,3AayefDdUFxivRs79bX7kV
1218,7ABUiQBM8cjktnp6QLTTaT
1219,58L5MMUqBCZROyYBrRHxsT
1220,2e3wKwNMrYIvMgAS484EXQ
1221,4hcRlz9U061g4MghyjUBAQ
1222,3uKNoYPEy588darPCXlZxf
1223,5I6ARqVcjdoWZOLIv89I0Q
1224,2IiEdu37jb2UTmtGgDXoKf
1225,24Dz4BuswUpKX4eSTQ7yTj
1226,7HdJogqyqiywQqF314GrOQ
1227,42wW7YIlVS5UGUat9C75No
1228,6SfsL6v65hiJwS0clxWsw5
1229,7dicq7Osp4mJvqRRFg4EOY
1230,4urIo6uuV3Dio7S0mEOjDn
1231,4V3hPbuDGoK5pGSqeYhDdt
1232,1dHW6MypbqYUzRXAItBQ07
1233,359dqboVug8CoRUE8WNVGf
1234,68KMOVytW0PxjJvTn5cJCU
1235,3w752Se1mkiTtMqAeoli1y
1236,7mXomNGE9DWPp071zTL2xI
1237,2rCM9E5gZK2YRiIClGsGpu
1238,6tSa72Ivd9ltEV9qJsQTfw
1239,7pDUFFF3J4WEu1aZMW4M4b
1240,7lFBBzsvwkiGcNopQNR3nn
1241,4rV50yTt1Me3sFhExrScR1
1242,4iBXsLZwRBV2qwiz29s5by
1243,1HYIxT29a0gtzhqGjVQule
1244,2BRLxNhZT3HEKRINTCDBcm
1245,3vYK1bhhuFglF2ucREX4jO
1246,5EYmCZ7F6sA7fVhNhkAMf1
1247,7Fdw5PCKFHkHJAhhDIj0qA
1248,28kPohGGsDT7hbOZVhpB8j
1249,2wJwCrie7euxtBIl1uZGXi
1250,2fBImyKfTG6MTIZwqGhnpo
1251,7Dvkr9lIXlg6VOuuCzZIai
1252,2DZe6IQX5WIhTgr2q5Mu3w
1253,1nqUi4wKalk5jFoFfQET2n
1254,3B9AHbLlaPrpeOWzbs4gkf
1255,10EpXLXKHmNSVKvX7A5hg8
1256,3HjAGpLe0Sf7lG9MU2NNmU
1257,4AIzFOYepFcCxtyejppv6C
1258,7HOeuULGsJMkZ20gZlrMZr
1259,0wdRyHfJO0bFpfucQ2I3nL
1260,4ET0dzN5MlTYFYPCfe2RlK
1261,0hIq1t9WEjjhm54r22DnGu
1262,67WV5EiiBY9zWPFnwK3yER
1263,6edPvVYiSQrMUoPD1aNb6V
1264,4NVvx8aXIqxj2Pm0E4senX
1265,10ln7FMO9lBbSBR5P2btE7
1266,4WOYAnPBe0qqlgcVAPLCd8
1267,0gKtM9aX5GGo1Kg0Zrwb8b
1268,3zSiHJI0ZCidNR8ygDXQGh
1269,1K6gyNdEjiap8P5IBELG6t
1270,5bFuHlXKw66Uu2cHKn5bf8
1271,5nDxkmW3YrWh6KfSMXcIKQ
1272,00HwxOXwiUVxi9TEIp3T59
1273,72VyFG8WRK6CeV3ToXccOm
1274,7kjMP3Ac2AnOZ4mK3sS0rO
1275,3m8BucQXu5ZVcSKIguy12e
1276,37tWPZAM7MJwB3l4bbuLG8
1277,6qyS9qBy0mEk3qYaH8mPss
1278,58L5MMUqBCZROyYBrRHxsT
1279,01kfSdF9zfcDLri5sSWEoL
1280,0iUrxveyNUBfj0cqjYEijt
1281,4yELBnJLaQ3OAnEeHRzsPs
1282,2WzAAerBvZvvFXgUpSwHZ9
1283,6nqdgUTiWt4JbABDurkxMI
1284,06W2ejsd15HNM3brgMx1b5
1285,3VvcKToPY3diGRjERt8NvD
1286,0zh8sFFJWW3NIOerhSIi3z
1287,2B0UI66xHRR3wKZCpirZvb
1288,0K7nOM14tz0W35fglWszUc
1289,3C5owNHtJBwusCD9TQfzEt
1290,1tkHHqMZaVoNtQvC32Om8X
1291,5L7h1PCOF5lrX3e3v8sJAx
1292,0NIChGy7fy2yF2RKsMjGWi
1293,50a8i9ASSSsh8OLUsMu6uL
1294,4SsX2a7c9gsUKfadtYnGbl
1295,0VvWAqwQiLb8RT0ed4kvly
1296,4D5EdrVvAVYhH9wY038fQz
1297,56FvQB3Pv2d2APD5dQCN12
1298,710OiYvm0EmjSM69C1pjYy
1299,1ytfbcVbSMHIgzijgt4z2e
1300,4vSfBnjYNlV02rIuX6Y8oZ
1301,2pfbOsZWsjeMcbQ48ttf4z
1302,4tIRyc8KJr02tlpiofyVYV
1303,33SWrLxWroys8BijJ60KYJ
1304,2TJfpfc7jkBTAjgsmpzkcf
1305,6Tq4SQ8HROZMc1q43pmfCU
1306,5rvk2Rftfcnlwx1DoVsXBf
1307,6yVjjQA31SLM1kc4j5jPwF
1308,4pi5uj638uQLTWMwowXKpJ
1309,0QAVuLAgN923DdXyMBtorU
1310,12MAKbBRASclopZ4au1DKH
1311,5kkretMZrjx7k5AOFnUBK9
1312,68pqS8iwA827DmKC4eNQES
1313,3kLuLwn5qTLFIiz5d14ocW
1314,7mLWNwcvwRdEviz6SfYp8A
1315,4poYPBU99S1ffLaSPzEk4u
1316,5rYvZnD4qqHUkwJeNmmCcG
1317,5aaV7gu7LObD7h5crmnssY
1318,1Ry5nkzgdFpKti330WtBGK
1319,4WXYYXfS3PszFM5OTrPnhf
1320,4hcnbu7PdISGGj82ZuDpFQ
1321,61BoHOSeZIYFa0IRHFPail
1322,558O5tR6wMeXOyf3qPRa9O
1323,46tAKaTpH2w9RxM7Eqy4G8
1324,0j8mk7LcS5tmUrLDeOnihT
1325,3LOb8WWfCWszOO7JZPwXBG
1326,1ZX1zyp2CnZ3s8iZqxiwaT
1327,6ruogv3ry5b5rGnkE2qPfb
1328,15mLViF2sdzOUkdfkul865
1329,5oRLAx83Z8BLAaTcvLUgV8
1330,3ryd5KTQrSWFG5PKJsbXiD
1331,57rjpoEptJd51WyfEe3ieh
1332,1VcGYEqRjqTMw4QB2Nitj5
1333,0XCScXZSwsp9qH7QxuKCeG
1334,0qBWVysLVNYJ7LGNaAjA3A
1335,28dg8b4SX6lMuR3cg4KcbR
1336,4b3gJ7fIKeo5Q3v5OSp9Ta
1337,2183lDbTmHhZVqHvg286y2
1338,5AIwhwhrxhsnnDfMum14A0
1339,2BPlWXKs3v51elYcOcjOtl
1340,4bzqAD50FpputTZA7ZgLMH
1341,1MqdkIgAeZvQ1BXKtB2VcI
1342,6G57sQKqOtDrrFv8OoLBQk
1343,0M2IMOjBmNMg97p2KfFN1b
1344,1wpTyNvpU6JJHoDUifX55K
1345,1XZHW4GA8wJ3Rt76gUVHL1
1346,1VXz2HtbNpzUrN4aGtebNz
1347,2eRitxIQJ9HADX2a5lAGtx
1348,1kZ0HVCcWP14ksZDzk2G0q
1349,6zn3iPynbPigRPvqCCjqXZ
1350,6Seth37t5I69wFbuGFrsiG
1351,6qeCFRJHSnWd0IPpgkZNSd
1352,5hXlm2EqaBzdF5mEbWk21u
1353,7ClFMp0q4rwVsXAL1SR7uj
1354,5lkiTWizF28KXjliPR5jGq
1355,1N7akjeFpOVNBT7ut5x0p0
1356,61Fj51WD0mntXKavwhAwIR
1357,4Pcy0y3RXIcMmV5JVXr6gX
1358,4RWDJeCUieRz9NwiDL7YpV
1359,3UqFXmyVv53DaGMUJGx4q3
1360,2ugYQb47NE17pOpr9rYQz9
1361,34dBMbDtfplWWCLFkOGU7S
1362,2IiZiI2xIDevuoRtnakzrS
1363,09m40hbfqNwnF5w2CbqIqt
1364,1VEXGy3c76fbRnJuYLd2wU
1365,7k5zzsljBgNXAmzW10Mq3r
1366,5KZ7BR9pkqtdVEtzMfnUey
1367,43aTeMcUIlwSrWzgkPHxSL
1368,0uQujiOaMT0reZwlb57BWo
1369,7i7pZyK2oj4e4IhwCCDPjc
1370,3GO5LUyzAesTGb2KHRF0H6
1371,4P8cgl0vnCrVcL8fHbItVL
1372,4QNVyvO05m70vqaDku8WlX
1373,4JQCFvuyYcrfgVx57eTR6r
1374,3KKTy1j53BxWxm3vVT14E3
1375,6vqSGEDUz2N76h9IVbBWeQ
1376,3hzelPptWzx0OrSDTyIuuy
1377,0ILuAXDm2LJV6pXsMtQ97w
1378,21pcBTylagXJhaP7IaxctN
1379,6XR65HlyogiGQfpnl2HVwh
1380,4pABnbjMHWimPf00jSX4Y6
1381,4QCjlsSAFEV8opl2ZYjmVc
1382,2XWVj8381Q5qKIBCKxEYB1
1383,30w93wLZVn2v1znX5AI40n
1384,3HrKfqYNwlRqz7FzCoXQl7
1385,3LmlwgBIPAW8Rc6ftuel9z
1386,3usyomcFNRNBeo48bvzLFj
1387,0ytvJN5vN8ail6EnUzgi0r
1388,09nhyws4peQDbwphLhKYs4
1389,5vfziPwgxbJwge2292sfya
1390,7ujU3iYjvLjxZ4JxilxW6n
1391,1r08AN9HcG09RsM5Ubf34W
1392,6xcpl92Pw5f75iiE5S7S6p
1393,6tlEA82tqzbCVUp6nk5b0S
1394,6r7Yh7BvSelVYgAP5diom8
1395,3SPHkcRtDvwifwOlq81AVl
1396,4FOs9C8M77wqF9yc55Fxb4
1397,4z3hKOlAsyqM7kBFkSFWQ6
1398,4Fkgg5cEO62qPKKf4nCh1d
1399,7gSnCjVGpqkgCToUoTTS0R
1400,5kzdn9TPn1FL22cvQkKxCf
1401,4uDuq31o3A6mzXjwN0aOpF
1402,2nyiit51p4WV1ixc4aGjWk
1403,5HYzA5vRsL3hrrjka0p9kN
1404,4d7aib8y43uWaeaEtd2AzQ
1405,4bGHGZ2gF4kfL4O6Bwn4Om
1406,3Xoev7ljloR0PYQu5FlzHz
1407,4QnvZSnFkxBw6LsJ1sKapC
1408,1ezJm520SBrjtf7QBR6A8L
1409,3Eebk94UwDpDYomFpnznve
1410,6TbLXyf2IUvPQmlu1SSHLs
1411,0sk88NvXYCsVStLjbVxMJe
1412,1ERXtrPsABpmkCchv9GO0O
1413,6CnejyYJYlNlZGrq5pGeF9
1414,10aJWoZZERhCNRUwEEdDIu
1415,1EAUANnyIyO1SYmBbt1ldz
1416,1N4MMLQeVXAeLr4RUhamNb
1417,1oWFzLYi2ou7YujSafcMUF
1418,0d9FZaJII0lxxUf05queto
1419,7jk7FD13lLA6vYyUHowxqF
1420,4BNR1nnYhyWpgKlDBQCnl4
1421,1d4qR8lV3ZlJPvSyDnSZZw
1422,0A0ATgwpSJgkgTheX3AVRh
1423,2mOyepBWpBpXPXKODCgNtm
1424,5JkhaJ8e1umEpQge45tY6T
1425,01gGF1zlxpPHOi7njW3EAG
1426,1XZ7PpVcgUgM5TO7UdgKXM
1427,7HxdSxkus0ExfrUa0ioRuI
1428,3ayDhNSX7tGkCV7kzQDfvk
1429,2x1su2sXx7CMRmBp01c2A5
1430,3ydFzWmh1yvnZlVP4fANBy
1431,3BhMjAQEEBuePbnyMYGGk9
1432,2DrEWQzG0TUFNojV81RdAC
1433,6XwOEv1GeJOBwCGS6CFv2C
1434,5DpAyueBxPJMTiCWXyMklA
1435,7HDiIRVUblEs4AXETFqSZ9
1436,3NK3PQ0Blyy0QFvkJqLpuU
1437,4X4SzVO4feeL9WEe2JudF8
1438,5MRF1rTs1nxGVsbVEtMbcX
1439,0lvAG101wgDupAD8qTEO3f
1440,3IT0IxzAB6xziIZ2dcKGe5
1441,5EbsW5fnB8zk6S9K6pB64G
1442,2ZoIiyY1YFrRzYx9HFrrGh
1443,2KFtC5vhFoIJ95iBCLqLWh
1444,6HKoWX7iQvqHRSw7lQ99n3
1445,3CLSHJv5aUROAN2vfOyCOh
1446,5ZFMnhwgyUHboGcZmgp5UL
1447,3iw6m1aN2afupfhAGHGFkI
1448,5IMSz5XhRcQYZZgKKa7hMW
1449,23JweRqzfaGeLJxd3TP1DN
1450,2GtB5pNYM70ndnTaGTJU9g
1451,6FIC45NrrhpFX2k70B36IG
1452,60Ky0DfKBnsG3OwqQh1FvN
1453,7FSvZKSwvbJjSQa6mto2RP
1454,2rhbp36jxT78dXjSljVPB9
1455,1oNtvpzS3BhNfNqiullAz1
1456,7fNUE6VE2cj7cyaYD2o1xC
1457,5bexSftnHZNcEWQrOa3sVf
1458,4sVtuGqa7T7o9u82LhWdMF
1459,5j1Co85muCNv0bUsDzia5J
1460,6NhIby1QkHKCpH70TVuvGD
1461,4sxxMxdN9wlipDFFvy0BF3
1462,0bBc862Xbqz4gGFaoYIjHQ
1463,5TFEXWVfQkgikDFMkwjnE8
1464,1PqZvhEriqWxKQyGacNRPe
1465,3J5y9v6vK5ginTnMroJ1Nn
1466,7E6cVP2J1ZlFRzURQ9Uijo
1467,06SGO8FeAbZCrmbuaMEXHJ
1468,3Y2CAMzwKl6uZQrjAi4K1j
1469,4fe6hihyojqH2LAaCeFJiJ
1470,7MITUx73QiLa7ebEWms2bR
1471,7AXUR0vFTWQwFu5NDJqdWQ
1472,56Eo8AyTm7mxaRjqDoXcnm
1473,6brF96MKTqMuw7ss0iqAxM
1474,586x98q1tY2vlDlhN1BwQM
1475,68m3oQr33jFQQSzTlf5Qhl
1476,6RMm2kQI6FHFImolfGDmaM
1477,3PzMtxZaT1Sxb2fLqpi96U
1478,1J1UHZMK2ilMMzXylCis4S
1479,1hOhGMJHGzbT0sFeMqsGbn
1480,6KgD9qmWE05bMPVGhFQNzL
1481,7gck9InF8TZY1K9XDgNsCp
1482,0kRhjQXNnzFGYFLVinogS3
1483,2W0S1nVEaVAkuh8TM5dqf9
1484,4ldkqU3zqYScXkVfWHGXTb
1485,59p50DACHDxBe4J8a3GMik
1486,65YPiyiBBGQgqjiSG8jkvM
1487,2HJZuFM6F1By6GLjspOIRR
1488,5gqVRbvtuTgXc5lbPz54Zj
1489,3sl1O3J5GV5YRxeIQAbsNb
1490,305tHvJ31SdGsk8pDDBjlv
1491,4Em36co3Q3NBT0UmFsjNKn
1492,4MNtyWfIZsb4aiuO5yr242
1493,5iX0k5JCfyGCZA01augVmN
1494,3mmhfSpSvw0SnnLC642QVr
1495,3a1tIqpEqOqEReLcSOCu5A
1496,7nI2YVZ2wpI6A5UPkEC7Vh
1497,4RHpQfSmcD0hvC8sJkUxuu
1498,1qEtVUw8ll4GngmESmbZ4D
1499,11D49LvyU5HZgjMilpzrHf
1500,6qNat1aytJmm0fDbFBoIHf
1501,6XCzZeJ5QYStEHYl3Mj4MV
1502,6LeC3HfJUFIXyp74uHtk3t
1503,7ltey8fvn2oTGkZE7nqKnm
1504,6Uytm8XDEkE0C5qWpTjrVX
1505,0wGbyS1tExQSwOYu6UceyE
1506,5JtfJgcsiTpkUHyHqxJAga
1507,4U5QbREMWXqDVam0Wkb4uO
1508,6Fqu5yPp2rr2zI44hAYbuN
1509,5QaUJb1TT12DtUWc7TyKq7
1510,1LhPJSL0eqFVlSlOCybP4h
1511,0UnZRv4XlEgT7sZdA4umyl
1512,4A8N5e5m7HvGm0THdplTqM
1513,4S6hVNJ3X6yCFkYq7v53XM
1514,69Q9xgLmtfQBfd8XIQSkZo
1515,7lCu8hkZolsip0N2MIOURK
1516,36HP7gcTn9bAANB4mboirA
1517,14RpDUrJrQBQdKF7YGYi51
1518,7e5rcr9D92ylWS5McJ39tY
1519,3YEpRGDv98IhPxQxTT94Wr
1520,3RsRMju9ijxubEofTqb8h0
1521,2eAweU33AZzxsnbpXtCJkY
1522,7g78MwBHxpq90DEhqmpCmG
1523,0toug8ROxdw3GrAu5KCWLK
1524,5b0Db7eXN2JibtIqyc430D
1525,1RFbtew73rtWDxdmDSvTet
1526,7DO6nalo53COWL0NrsCm44
1527,5wYCa5SSyqkDEyhPVdQy7z
1528,7qM9aDZm45HU0ytUHpS4N8
1529,40hHOD8KXb83JmAQwyixIP
1530,0hUQZdeDLODYQURMnTDgip
1531,2q8b7kanEkyjigNGs4SONk
1532,4xFFqbZNniCGFxhZvqn7LX
1533,5kQfmBfiqfry5m2ccdbECy
1534,6G5rzcBbASRRHXvn3QZGk0
1535,1cbQ74QDngyJ68HvPqsqjC
1536,7nZFCX56VIASKiFgG5PZZx
1537,4neVGyb37SWFdYYmYzmZZR
1538,65ZHNVlsyA8U5E3WoPiQtw
1539,5aQulIg4tvbQTRQDZSShDg
1540,4Tvulto3DONjA0f9ENxXgi
1541,7oms3KnxjF2AsZ7PlzO9Tp
1542,0q0abYxaT9YcuuHIozNpbt
1543,1vMNr2Lzt5ej3gBrIGokeY
1544,0DSdoGArpea9TzBcLhQZFR
1545,2WP5gVTOEbyQ53FHVNnp4r
1546,0wZt7tTAfTL9H9j5tU5auS
1547,1DjJPDoR7BYFu45CqZO929
1548,3qVSfd3Z2fmJKfHZeOweyQ
1549,5KDVDbnMiQBT7pst2QYKjD
1550,1SNeMnsBVf7aXAuUfRLyNN
1551,62o8YePYAZm8LQF7y0Dwf7
1552,2ReBoZ3nQda5kWpoYheQ7o
1553,5qkZLN802vqsVCcqNBEjkc
1554,6pDhYkFswmPKNZiORs9oC9
1555,4pGH2yKJEo7cgoamDCPVkr
1556,7EDj2PlD2ByacV2GfkHCid
1557,5DhlUULVmoRhlQDKwBX3ki
1558,0wAjigiyz8FGUvfbWMTK0S
1559,0k7glSLllFh5pAg38wZeRC
1560,66iSDhdoh4g5o32fuo0u3e
1561,3cMHULhDPwFq6NQzUucD4h
1562,3CpeAyOaJNL5kMBrG6Jvv2
1563,78SkG1GCBcPdAQ6IwTNeKa
1564,6moGi2QUh1ECsZMzVwEJNV
1565,5BWt6jGequscxdITCuFhiw
1566,658QJ4p8WcbT3O7iWLpO1D
1567,6MguNHgybw0HoUebs9TQRM
1568,1dPxBU2HL7bIWte8eaurnd
1569,2JKL60hwg0RClo2esEoOuQ
1570,0USigdLesVda7NEO13LicS
1571,4ea7nRfdAtBpIygWzGwlJx
1572,0IgpYaBsSqGoUtdcCUWydG
1573,04f5LcobDx5WR66deShA2r
1574,0WWfcWG1CM0fuiFkpc9Z5Q
1575,0tAh4szVIMUOZrnbBX8AmQ
1576,0nrnNb3z8ecImknVvpEPcR
1577,6uvuow3aDfiI75wxIY6VNN
1578,5nD6eVJrHWLth4fWe0HJWj
1579,1s7EZ3nJZyTO6cwZnAQDJk
1580,4IyeCD6Fs6WCCGHJjrHL6i
1581,5iYCFC29B0ehF0eXboHZl5
1582,57NxB4Iwifwwst7x5pptZE
1583,2RUwj7hTIqJv3LE8ISLyWp
1584,2bmae9xnYLBXBt1sDfwLGF
1585,7hQaPApedzQpEeNvlTSDZM
1586,5pmhJTZXWiHRzLy7LNDUXz
1587,6RsE7ILOxDGaxRMLw0mh9m
1588,6f82EdDGjRQGkhBYzsPeAs
1589,1vMvg5NdiOuuQuZBW41mfI
1590,05QTU0jumc79qqlpAzMEbw
1591,48xMrtNTkT3P6NMzXyWOKS
1592,3kpc89XCIgHxqhQd4jddtq
1593,4PQmIbYt3QKAg7WM0G7pQa
1594,31ZBwOLHf5kTiPfdYOv0GY
1595,4klsbi7IshVRI55abH3LEJ
1596,0ivybwOsxb3x7E05YLZ5VR
1597,6RIbGfd7CFcaU7QtgnnJRf
1598,6b6FBFaiWFdY3gDciVHqEk
1599,6Ik6tU0Lm9owGoNZkDnKKn
1600,3r1TRbvOkQ3d8cEvbBG0rM
1601,0x9yU3YPjqBxs1xILUyF3X
1602,3Vfnte8g75rU3oth903IqW
1603,4AfBUydqVsmW6ZAei03Uqq
1604,4RYLmK2YtajJIaUKkR7IrL
1605,5YdQsFYZrXTRvEFrIWsWPK
1606,6QP3EORNuQQNzuBzzbSuVS
1607,7BUdqa5sJMrWWtATyrPOj3
1608,6r1zD7i8RWy4CpujrySfgG
1609,3rTznofw3ng8BOJFiEeg6V
1610,2LkqqQilABviNUayw4yzQs
1611,6ZHLy6bLDDbc4e0olSQ06I
1612,7aiQEqU3a6oyBhHL5UjoQf
1613,38DhS994nVA3h1hRFb3cqn
1614,6uSkjWhRkZK03pCrP5mnvh
1615,7fb63zBu6Opf73nidHkBjm
1616,3pkNlLGkB5XtssYl5sscp3
1617,6CeyQmkNukLhWq0uL5iQVS
1618,7kEf3W9W8s1AKKL1GsXGlY
1619,2YOD3N9fY4gLFIrzcYRl7Q
1620,415n92nmodjZGhAYk8ai1G
1621,1xmrBzKIVaQIs9EEqyGImx
1622,22UwxyEICapqj2wmXIdo5C
1623,0UDDok21u2lVnhKT9XC70R
1624,5DcbC3Kn6MXt8BVUdIxbRM
1625,11uMiwaxyVYa2oINUu7mDx
1626,3HIHnZ7gXxrB8c7uOStExU
1627,3KtjoPDwCPVijq2k7Z7zEI
1628,7JpfQ9YzuanBVGC3s1NQNJ
1629,5WMFHLqGKfSdyMFaiz6Zh2
1630,7GcWzlfde16az670VeWjaj
1631,14XOHEygLf8XIFSRl3JCn9
1632,1RDxavHcARHSsw46Mz2hbJ
1633,48PeMeclNLvSDA8B6bEcNs
1634,2hDTUZE4vna0jJFehaddfN
1635,4r4A0sPJCht0qP4DoOzwFJ
1636,54ZClCMD2uHlqbIt1IzYXR
1637,7IrfMaWaU1jwXtHvtsGn4S
1638,0vjmUgqkfsOq8cef1hX3Q5
1639,3GDRUoekeEGhN1oq3vELoh
1640,1FBTt3P7btwmOvCew38w9n
1641,6WhUm32pB52xu5YFfwZqWl
1642,6InC4txjxwQXx476NubVco
1643,6QmFf1KDnr57fUWRcvLnME
1644,0J2r17bLiJix2C9K9ZPGWy
1645,05Uz55Z6Ln1Kx9q3y7DO0A
1646,7iD3Jk3AmIUVe7upl1fpYe
1647,7Hk9BGNpwak7qd0hEnxyMu
1648,1WoqsfjwDDlNpe3x45M2He
1649,1exoFM6f0aJBSQEwB2edDl
1650,135SakoQQc2vEgC7SpxIBJ
1651,67m5Ci8FMjxjaeGjX2Q01Z
1652,4YXHK0DdP5EJDykXVv2oTg
1653,1hZ0cShIqWu0IQkWCZld7u
1654,47fF8YZBtL5Y7jnTPFrSbM
1655,2kAihqCFusaQZZIrEkTvFz
1656,2FHSg4h1RjhDIc3dCOmVBI
1657,4cgBSFmgFTQZlhUQU3iMcU
1658,0V3QILLVwotlx0L4DIrBQm
1659,2aP78IXO9RD08ldhQj9syD
1660,7wCAB0I7Nyv7j6H2HekImB
1661,5dxMWsM87hXlxjnrWxB9dB
1662,4s8HLKZUYzX1j3PQQEOkn0
1663,5nCi8rqUZ7rEBCWeLlzJtl
1664,0MkFMF5NZ7izSnzzFCkLmm
1665,6jnnenPOsitfKd9d2PGsRV
1666,510sFQLjHGpXmmjxTEizai
1667,6gCltjnBAldLzm7vDqMKyB
1668,0kRWrve4iM07Po5jsSKabg
1669,69bcp5TAVUdO7jDBEVWwUn
1670,0VUQ9h7rRk5jYkVWYBebt1
1671,1REXLpgcnkpY8GYBIzDAVP
1672,4p61smWovXgvuRyWA2CDaW
1673,2ZiqC0q2h9CYVPMe16VIvc
1674,6RoCNdXrq5Hi8x9Mwf1m2Q
1675,6z5H7qiTRgyxVotWgfDbVw
1676,1q29XV2ZaO3D9tp4HxV8NX
1677,1zJ3xcJbA0vCMNlUdw5Fcf
1678,5BRA2LkQ92LDpLoYXKBfdJ
1679,4BWwdTBQ2AKgT9znHIgwus
1680,0Nb6tG5dvn7dPwHQGTPoJ3
1681,62ZM1B1CXbbOUFqc1npRdR
1682,3ftPIRFMZ51LPjbcADmbND
1683,6FkmFtOV8I2ygYPZyeibqc
1684,0IFiHJO3VGAdGZo0TM4VqN
1685,46UHXDVJCXgm3roVWDrkZg
1686,1kjD6KMHIX7LeyT9TpPMqW
1687,1sDEd9u3Ml1lkppqnrsbYX
1688,3xxb7JTqrnyXbJ59tmw5fK
1689,0cnMH3QeTBv8Iv0tNL6oZD
1690,5nDrL3qEqtmW5o2CwnPxrO
1691,387oZnUtIuFJqz5GjLXLBs
1692,2pXSLujxZAYBc4g5wtOYz3
1693,5L28ADW32Zq2KwfjUOJNZ4
1694,78bDBArJJfy31lCi6YWNzw
1695,5MpNMfnltmNDdXLIv8kb1e
1696,37T8qiwOiKV5uCyQhR6Fe1
1697,58rnl2HPnVyi62LDJr4wDV
1698,5qvBojdG05Ec8cUqPKG4Ue
1699,5xICWgm9FRnuxGJeMdNw0E
1700,08yCJJkJZsiElhyhzWBLxT
1701,4xmHs1ByBNcEXEBHTinZYj
1702,3YxLiIJvLJQ0mU3EMbJDOn
1703,22573fKI2C3a68i1w2TKKf
1704,4tDY7dfAg51MtNKc41EkX5
1705,5oD3Wnu6NZsYEG7qsh5jnI
1706,6yXAPpcCNFBY5G68IEfy6s
1707,6B06TWMOSYlaOclYT7DBJc
1708,0jtWZHJmsA9irXHdJWVkSI
1709,43BjrzL95ykx7jBns5JOc2
1710,6lOV9Qz4JrVQ7ecg5UsJOx
1711,7EomxYub8bkB3Bgcc5bkq2
1712,1BxtrEjUftlc8vxxYCGrr0
1713,55OnUBBi3NSvb3ittvVIUN
1714,7Etx716SMSlynBhXvrzrhb
1715,6yyUNtmnj1dHVoLvnHAJZV
1716,7H4cj8Ks4vsYQl3nbab15v
1717,0ou3PCp9kCqnp95D7oodYs
1718,6TCNEuFSRB4K7TrFE43ZOq
1719,4APlDmz3vqD9dE32HYp8SG
1720,57imsUFDfNUFWj7h6KvIA9
1721,2KSS32juYpgYRq1hiIv7H0
1722,7eFsuiL1cSi6nvoLAmfada
1723,24tuvlZ2ADDIIxWMGChjI4
1724,3TzPVU3jj6YdTunVdKimiQ
1725,1ATvanLPCvRXENc1zmDb9P
1726,7g4a0FIJXh8nQhTJUcyhAu
1727,4XH5wAU9N1WjGCxGklp7d9
1728,4htumgmC4BpcHY9WtFlOe6
1729,4ZYvxAVaz1yC30PsWFoKNo
1730,2BoS68jiOCmqscc6c1hj9s
1731,3b5JeMcDRXke7vhTfCEH6Y
1732,70JsuGy04fQCcPWpKDoee6
1733,071gvfnyp7fqA2lF9VgTse
1734,4NnM2FSnOcWt1DJqoQubSC
1735,5ADxbbXHDdElq3WL0uw6UG
